0,2035.22
1,6209.56
2,7609.83
3,8386.23
4,8826.44
5,9082.95
6,9243.3
7,9353.09
8,9435.12
9,9500.72
10,9555.66
11,9603.01
12,9644.48
13,9681.12
14,9713.64
15,9742.56
16,9768.3
17,9791.22
18,9811.64
19,9829.82
20,9846.03
21,9860.48
22,9873.38
23,9884.91
24,9895.23
25,9904.48
26,9912.78
27,9920.25
28,9926.98
29,9933.06
30,9938.55
31,9943.53
32,9948.06
33,9952.17
34,9955.92
35,9959.34
36,9962.47
37,9965.33
38,9967.95
39,9970.36
40,9972.57
41,9974.61
42,9976.48
43,9978.21
44,9979.8
45,9981.27
46,9982.63
47,9983.88
48,9985.04
49,9986.12
50,9987.11
51,9988.03
52,9988.89
53,9989.68
54,9990.41
55,9991.09
56,9991.72
57,9992.31
58,9992.85
59,9993.36
60,9993.83
61,9994.26
62,9994.66
63,9995.04
64,9995.39
65,9995.71
66,9996.01
67,9996.29
68,9996.55
69,9996.79
70,9997.02
71,9997.23
72,9997.42
73,9997.6
74,9997.77
75,9997.93
76,9998.07
77,9998.21
78,9998.33
79,9998.45
80,9998.56
81,9998.66
82,9998.75
83,9998.84
84,9998.92
85,9998.99
86,9999.06
87,9999.13
88,9999.19
89,9999.25
90,9999.3
91,9999.35
92,9999.39
93,9999.44
94,9999.48
95,9999.51
96,9999.55
97,9999.58
98,9999.61
99,9999.63
100,9999.66
101,9999.68
102,9999.71
103,9999.73
104,9999.75
105,9999.76
106,9999.78
107,9999.8
108,9999.81
109,9999.82
110,9999.84
111,9999.85
112,9999.86
113,9999.87
114,9999.88
115,9999.89
116,9999.89
117,9999.9
118,9999.91
119,9999.91
120,9999.92
121,9999.93
122,9999.93
123,9999.94
124,9999.94
125,9999.94
126,9999.95
127,9999.95
128,9999.96
129,9999.96
130,9999.96
131,9999.96
132,9999.97
133,9999.97
134,9999.97
135,9999.97
136,9999.97
137,9999.98
138,9999.98
139,9999.98
140,9999.98
141,9999.98
142,9999.98
143,9999.98
144,9999.99
145,9999.99
146,9999.99
147,9999.99
148,9999.99
149,9999.99
150,9999.99
151,9999.99
152,9999.99
153,9999.99
154,9999.99
155,9999.99
156,9999.99
157,9999.99
158,9999.99
159,10000
160,10000
161,10000
162,10000
163,10000
164,10000
165,10000
166,10000
167,10000
168,10000
169,10000
170,10000
171,10000
172,10000
173,10000
174,10000
175,10000
176,10000
177,10000
178,10000
179,10000
180,10000
181,10000
182,10000
183,10000
184,10000
185,10000
186,10000
187,10000
188,10000
189,10000
190,10000
191,10000
192,10000
193,10000
194,10000
195,10000
196,10000
197,10000
198,10000
199,10000
200,10000
201,10000
202,10000
203,10000
204,10000
205,10000
206,10000
207,10000
208,10000
209,10000
210,10000
211,10000
212,10000
213,10000
214,10000
215,10000
216,10000
217,10000
218,10000
219,10000
220,10000
221,10000
222,10000
223,10000
224,10000
225,10000
226,10000
227,10000
228,10000
229,10000
230,10000
231,10000
232,10000
233,10000
234,10000
235,10000
236,10000
237,10000
238,10000
239,10000
240,10000
241,10000
242,10000
243,10000
244,10000
245,10000
246,10000
247,10000
248,10000
249,10000
250,10000
251,10000
252,10000
253,10000
254,10000
255,10000
256,10000
257,10000
258,10000
259,10000
260,10000
261,10000
262,10000
263,10000
264,10000
265,10000
266,10000
267,10000
268,10000
269,10000
270,10000
271,10000
272,10000
273,10000
274,10000
275,10000
276,10000
277,10000
278,10000
279,10000
280,10000
281,10000
282,10000
283,10000
284,10000
285,10000
286,10000
287,10000
288,10000
289,10000
290,10000
291,10000
292,10000
293,10000
294,10000
295,10000
296,10000
297,10000
298,10000
299,10000
300,10000
301,10000
302,10000
303,10000
304,10000
305,10000
306,10000
307,10000
308,10000
309,10000
310,10000
311,10000
312,10000
313,10000
314,10000
315,10000
316,10000
317,10000
318,10000
319,10000
320,10000
321,10000
322,10000
323,10000
324,10000
325,10000
326,10000
327,10000
328,10000
329,10000
330,10000
331,10000
332,10000
333,10000
334,10000
335,10000
336,10000
337,10000
338,10000
339,10000
340,10000
341,10000
342,10000
343,10000
344,10000
345,10000
346,10000
347,10000
348,10000
349,10000
350,10000
351,10000
352,10000
353,10000
354,10000
355,10000
356,10000
357,10000
358,10000
359,10000
360,10000
361,10000
362,10000
363,10000
364,10000
365,10000
366,10000
367,10000
368,10000
369,10000
